ケツマンコ,1288,1288,2,名詞,固有名詞,一般,*,*,*,けつまんこ,ケツマンコ,ケツマンコ
デカマラ,1288,1288,1,名詞,固有名詞,一般,*,*,*,でかまら,デカマラ,デカマラ
ケツマンコタイム,1288,1288,1,名詞,固有名詞,一般,*,*,*,けつまんこたいむ,ケツマンコタイム,ケツマンコタイム
残業時間,1288,1288,1,名詞,固有名詞,一般,*,*,*,ざんぎょうじかん,ザンギョウジカン,ザンギョウジカン
ハッテン場,1288,1288,1,名詞,固有名詞,一般,*,*,*,はってんば,ハッテンバ,ハッテンバ
